"UAI";"Etablissement";"Référence.GALAXIE";"N..dans.le.SI.local";"Article";"Corps";"Chaire";"Section";"Section2";"Section3";"Date.de.prise.de.fonction";"Date.ouverture.cand";"Date.clôture.cand";"Profil";"Localisation";"Etat.de.vacance";"Rentrée";"Code.section"
"0310152X";"INSA DE TOULOUSE";"4085 *";"0080";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Génie climatique, éco-construction, BIMBuilding physics, eco-construction, BIM";"TOULOUSE";"";"2020";"60"
"0311086M";"UNIV. TOULOUSE 3 (IUT)";"4623 *";"1176";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Génie Mécanique > Mécanique expérimentale > Surveillance des structures et des procédés de mise en ¿uvre de pièces de structures mécaniques.";"TOULOUSE";"";"2020";"60"
"0350097R";"INSA DE RENNES";"4067 *";"60MCF0130";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Génie Civil ¿ Structures mixtes et hybrides en acier-béton-bois";"INSA RENNES";"";"2020";"60"
"0370800U";"UNIVERSITE DE TOURS";"4474";"1373";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"06/02/2020";"09/03/2020";"Mécanique, Caractérisation expérimentale";"TOURS";"";"2020";"60"
"0383546Y";"UNIVERSITE GRENOBLE ALPES";"36 *";"";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Interfaces expérimentale/numérique pour la caractérisation mécanique, Génie Civil";"Grenoble";"";"2020";"60"
"0420093Y";"ENI DE SAINT-ETIENNE";"4052 *";"";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"L'EC se consacrera aux domaines scientifiques portant sur l'étude des performances et la valorisation des matériaux composites dans le cadre de la réhabilitation du patrimoine bâti.";"Saint-Etienne";"";"2020";"60"
"0420093Y";"ENI DE SAINT-ETIENNE";"4053 *";"";"26-I-1";"MCF";"Non";60;26;NA;"01/09/2020";"25/02/2020";"26/03/2020";"L'EC sera intégré à l'équipe mécanique des matériaux et procédés au sein du LTDS. Il enseignera dans les domaines du génie mécanique et des mathématiques.";"Saint-Etienne";"";"2020";"60"
"0442409E";"UNIV. NANTES (EPU)";"4593 *";"1818";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"DURABILITE DES CONSTRUCTIONS A GRANDE ECHELLE ET ECO CONSTRUCTION";"Nantes";"";"2020";"60"
"0511296G";"UNIVERSITE DE REIMS";"4407 *";"";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Organisation de maintenance, Fiabilité, analyse vibratoire et Mécanique vibratoire, vitesse angulaire instantanée, Traitement du signal, Maintenance";"Chalons en champagne";"";"2020";"60"
"0511296G";"UNIVERSITE DE REIMS";"4422 *";"";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Enseignement: Mécanique numérique,simulation, procédés mise en forme, CAO, Fabrication additiveRecherche: Modélisation simulation numérique, procédés de mise en forme, dialogue essais/calcul";"Charleville";"";"2020";"60"
"0542493S";"UNIVERSITE DE LORRAINE";"1275 *";"60MCF0006";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Comportement mécanique anisotrope des matériaux à matrice organique";"METZ";"";"2020";"60"
"0542493S";"UNIVERSITE DE LORRAINE";"1278 *";"60MCF0076";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Modélisation thermomécanique - Tribologie";"METZ";"";"2020";"60"
"0597132G";"UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE";"15 *";"";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Mécanique des fluides et des solides";"CAMPUS DU MONT HOUY VALENCIENNES";"";"2020";"60"
"0597139P";"CENTRALE LILLE INSTITUT";"3 *";"P1-060";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Ecoulements turbulents";"Villeneuve d'Ascq Cedex";"";"2020";"60"
"0601223D";"UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE";"4128 *";"0278";"26-I-1";"MCF";"Non";60;61;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Industrialisation, chaîne numérique, usine du futur";"Compiegne";"";"2020";"60"
"0601223D";"UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE";"4130 *";"0278";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Mécanique numérique, matériaux numériques";"Compiegne";"";"2020";"60"
"0623957P";"UNIVERSITE D'ARTOIS";"4332 *";"";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"En enseignement, une expérience en ingénierie mécanique est requise.La personne recrutée participera aux activités de recherche du LGCgE en lien avec le génie mécanique et civil";"BETHUNE";"S";"2020";"60"
"0623957P";"UNIVERSITE D'ARTOIS";"4333 *";"";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Le candidat(e) interviendra en Structures, Construction, Management et Méthode. Un profil recherche en mécanique des matériaux, durabilité et caractérisation de  matériaux innovants est attendu";"BETHUNE";"";"2020";"60"
"0632035V";"UNIVERSITE CLERMONT AUVERGNE";"213 *";"";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"MCF Génie Civil à Polytech Clermont-Fd. Enseignement : analyse et conception des structures du GC. Recherche : domaine des méthodes expérimentales et de la modélisation numérique en GC.";"Clermont-Ferrand";"";"2020";"60"
"0650583F";"UNIV. TOULOUSE 3 (IUT TARBES)";"4651 *";"60MCF1922";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Modélisation et simulation numérique des propagations d'ondes acoustiques et thermiques dans des matériaux hétérogènes";"IUT TARBES";"";"2020";"60"
"0673021V";"UNIVERSITE DE STRASBOURG";"4647 *";"";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Sciences pour l'ingénieur";"Strasbourg";"";"2020";"60"
"0673021V";"UNIVERSITE DE STRASBOURG";"4648 *";"";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Génie civil / Mécanique des matériaux";"Illkirch";"";"2020";"60"
"0680169P";"UNIV. MULHOUSE (IUT MULHOUSE)";"4227 *";"60 MCF 0541";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Enseignement : mécanique, mathématiques, CAO, RdM. Recherche dans le domaine des matériaux fibreux.";"IUT de MuLHOUSE";"";"2020";"60"
"0681166Y";"UNIVERSITE DE MULHOUSE";"4232 *";"60 MCF 0633";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Génie textile, Science des fibres";"ENSISA";"";"2020";"60"
"0690192J";"INSA DE LYON";"4251 *";"MCF235";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Hydrologie urbaine et aide à la décision";"VILLEURBANNE";"S";"2020";"60"
"0691774D";"UNIVERSITE LYON 1 (CLAUDE BERNARD)";"4550";"1824";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"17/02/2020";"18/03/2020";"Génie civil, Mécanique des structures, Matériaux, Mécanique des sols";"Villeurbanne";"";"2020";"60"
"0691774D";"UNIVERSITE LYON 1 (CLAUDE BERNARD)";"4564";"1874";"33";"MCF";"Non";60;NA;NA;"01/09/2020";"17/02/2020";"18/03/2020";"Mécanique des solides";"Villeurbanne";"S";"2020";"60"
"0753471R";"CONSERVATOIRE NAT. DES ARTS ET METIERS";"4220 *";"";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"GENIE CIVIL";"CNAM";"";"2020";"60"
"0753471R";"CONSERVATOIRE NAT. DES ARTS ET METIERS";"4221 *";"";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"MECANIQUE";"CNAM";"S";"2020";"60"
"0755890V";"UNIVERSITE SORBONNE UNIVERSITE";"234";"0954";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"31/01/2020";"05/03/2020";"Instabilités dans les matériaux et les structures complexes";"Campus Pierre et Marie Curie";"";"2020";"60"
"0781944P";"UNIVERSITE VERSAILLES/SAINT-QUENTIN";"4221";"";"26-I-1";"MCF";"Non";60;61;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Ingénierie mécanique, Mécatronique, Conception innovante (robotique, actionneurs, matériaux, contrôle, systèmes)";"VERSAILLES/VELIZY";"";"2020";"60"
"0781944P";"UNIVERSITE VERSAILLES/SAINT-QUENTIN";"4229";"";"26-I-1";"MCF";"Non";60;33;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Mécanique, dimensionnement de structures, matériaux innovants pour le spatial";"Mantes / Guyancourt";"";"2020";"60"
"0840685N";"UNIVERSITE D'AVIGNON";"4156 *";"MCF60";"26-I-1";"MCF";"Non";60;63;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Enseignant-chercheur dans le domaine de la caractérisation, principalement mécanique, des matériaux (enseignement : polymères dans les emballages - recherche : environnements naturels, sol).";"Campus Jean-Henri FABRE - Agroparc";"";"2020";"60"
"0860856N";"UNIVERSITE DE POITIERS";"4636 *";"";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Activités de recherche en tribologie et plus particulièrement dans la modélisation expérimentale des phénomènes tribologiques. Enseignement dans le département GMP, IUT Angoulême";"ANGOULEME";"";"2020";"60"
"0900424X";"BELFORT-MONTBEL (UNIV TECHNO)";"4066 *";"";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Conception mécanique pour la fabrication additive de systèmes complexes";"SEVENANS";"";"2020";"60"
"0920956P";"UNIV. PARIS 10 (IUT VILLE D'AVRAY)";"4625 *";"764";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Mécanique, Matériaux";"VILLE D'AVRAY";"";"2020";"60"
"0930603A";"INST. SUP. MECANIQUE PARIS";"4078 *";"44";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Tribologie : Modélisation des interfaces";"3 RUE FERNAND HAINAUT";"";"2020";"60"
"0940607Z";"ENS PARIS-SACLAY";"4144 *";"U6000MCF0229";"26-I-1";"MCF";"Non";60;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Modélisation des systèmes de production, industrialisation, fabrication additive et conventionnelle";"GIF-SUR-YVETTE";"";"2020";"60"
"0062205P";"UNIVERSITE COTE D'AZUR";"16";"635";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"28/01/2020";"03/03/2020";"SYSTEMES AUTONOMES, TRAITEMENT DE SIGNAL ET MACHINE LEARNING";"ECOLE POLYTECHNIQUE";"";"2020";"61"
"0062205P";"UNIVERSITE COTE D'AZUR";"17";"633";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"28/01/2020";"03/03/2020";"INTELLIGENCE ARTIFICIELLE POUR LES SYSTEMES AUTONOMES ETCOMMUNICANTS";"ECOLE POLYTECHNIQUE";"";"2020";"61"
"0101060Y";"UNIVERSITE DE TECHNOLOGIE DE TROYES";"4065 *";"0012";"26-I-1";"MCF";"Non";61;63;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Système numérique d'aide à la personne - Traitement du signal, conception de méthodes de décision, fusion de données";"Troyes";"";"2020";"61"
"0101060Y";"UNIVERSITE DE TECHNOLOGIE DE TROYES";"4066 *";"0038";"26-I-1";"MCF";"Non";61;27;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Optimisation de la production et de la logistique";"Troyes";"";"2020";"61"
"0134009M";"UNIVERSITE AIX-MARSEILLE";"890 *";"50117";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Traitement des images et des signaux biomédicaux";"MARSEILLE";"";"2020";"61"
"0134009M";"UNIVERSITE AIX-MARSEILLE";"892 *";"52094";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Automatique et informatique industrielle.";"MARSEILLE";"";"2020";"61"
"0211237F";"UNIVERSITE DE DIJON";"4487 *";"0979";"33";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Systèmes industriels / Automatisation des processus";"Auxerre";"S";"2020";"61"
"0211237F";"UNIVERSITE DE DIJON";"4492 *";"1521";"26-I-1";"MCF";"Non";61;63;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Electronique et Traitement du signal";"Dijon";"";"2020";"61"
"0251215K";"UNIVERSITE DE BESANCON";"4549 *";"0385";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Robotique - Automatique";"BESANCON";"";"2020";"61"
"0251215K";"UNIVERSITE DE BESANCON";"4550 *";"1500";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Sciences de l'automatisation, mécatronique (contrôle, optimisation et conception de nouveaux systèmes micromécatroniques et nanomécatroniques)";"BESANCON";"";"2020";"61"
"0311381H";"INP DE TOULOUSE";"4133 *";"0105";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Apprentissage statistique pour le signal et les images";"Toulouse";"";"2020";"61"
"0381912X";"INP DE GRENOBLE";"4113 *";"61 MCF 0359";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Pilotage et supervision des flux énergétiques";"GRENOBLE";"";"2020";"61"
"0440139M";"UNIV. NANTES (IUT NANTES)";"4590 *";"1080";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Informatique industrielle: systèmes embarqués et objets connectés (SEOC)";"CARQUEFOU";"";"2020";"61"
"0440139M";"UNIV. NANTES (IUT NANTES)";"4591 *";"2082";"26-I-1";"MCF";"Non";61;62;NA;"01/09/2020";"25/02/2020";"26/03/2020";"métrologie et contrôle des systèmes thermiques pour la caractérisation thermique à différentes échelles et/ou aux interfaces";"CARQUEFOU";"";"2020";"61"
"0450855K";"UNIVERSITE D'ORLEANS";"4415 *";"MCF0786";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Logistique";"IUT DE L'INDRE";"";"2020";"61"
"0450855K";"UNIVERSITE D'ORLEANS";"4416 *";"MCF0893";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Enseignement: Industrie du futur,Ingénierie système, génie industriel, logistique industrielle, automatisme, systèmes d'informations (ERP,SAP). Recherche:intégration dans l'axe automatique";"IUT ORLEANS";"";"2020";"61"
"0490769V";"UNIV. ANGERS (IUT ANGERS)";"4356 *";"6100MCF0219";"26-I-1";"MCF";"Non";61;27;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Réseaux informatiques et informatique industrielle pour le GEII.En 1ère année DUT GEII en informatique industrielle et en 2ème année en réseaux informatiqueset en informatique industrielle.";"ANGERS";"";"2020";"61"
"0542493S";"UNIVERSITE DE LORRAINE";"1280 *";"61MCF0201";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Automatique";"NANCY";"";"2020";"61"
"0561718N";"UNIVERSITE DE BRETAGNE SUD (LORIENT)";"4151 *";"0162";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Contrôle supervisé des systèmes complexes";"Lorient";"";"2020";"61"
"0597065J";"UNIVERSITE DE LILLE";"127 *";"";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Automatique / Robotique";"VILLENEUVE D'ASCQ";"";"2020";"61"
"0597065J";"UNIVERSITE DE LILLE";"141 *";"";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Traitement du signal et des images, vision";"VILLENEUVE D'ASCQ";"";"2020";"61"
"0597132G";"UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE";"13 *";"";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"automatique / informatique industrielle / génie industriel";"CAMPUS DU MONT HOUY VALENCIENNES";"";"2020";"61"
"0632033T";"ECOLE D'INGENIEURS SIGMA CLERMONT";"35 *";"";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Enseignements relatifs à la science des données en tronc commun des formations d¿ingénieur et dans le mastère spécialisé Data Science pour l¿ingénierie";"AUBIERE";"S";"2020";"61"
"0690192J";"INSA DE LYON";"4250 *";"MCF311";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Robotique et Automatique Industrielle";"VILLEURBANNE";"";"2020";"61"
"0691774D";"UNIVERSITE LYON 1 (CLAUDE BERNARD)";"4549";"1648";"26-I-1";"MCF";"Non";61;60;NA;"01/09/2020";"17/02/2020";"18/03/2020";"Robotique, automatisme, mécanique, simulation du mouvement humain";"Villeurbanne";"";"2020";"61"
"0730858L";"UNIVERSITE DE SAVOIE MONT-BLANC";"4280 *";"735";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"E:Réseaux,théorie des graphes,algo. et programmation (procédurale,objet,fonctionnelle),recherche opérationnelle.R:Aide à la décision, réseaux, systèmes distribués, internet des objets.";"ANNECY";"S";"2020";"61"
"0730858L";"UNIVERSITE DE SAVOIE MONT-BLANC";"4281 *";"261";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"E:Génie Informatique,traitements des données,apprentissage automatique,signal-image,projets.R:Science des données:traitement,fouille,données spatialisées,séries temporelles.";"ANNECY";"S";"2020";"61"
"0781944P";"UNIVERSITE VERSAILLES/SAINT-QUENTIN";"4209";"";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Télécommunications";"Velizy";"";"2020";"61"
"0930603A";"INST. SUP. MECANIQUE PARIS";"4077 *";"12";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Pilotage de transformation digitale";"3 RUE FERNAND HAINAUT";"";"2020";"61"
"0941288P";"UNIV. PARIS 12 (IUT CRETEIL)";"4743 *";"0975";"26-I-1";"MCF";"Non";61;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Réseaux de communication, Systèmes complexes distribués, Transmissions radio-Télécommunications fixes et mobiles, Apprentissage automatique, Modèles formels, Passage à l¿échelle";"Site de Vitry-sur-Seine";"";"2020";"61"
"0951376E";"ENSEA DE CERGY";"4055 *";"";"26-I-1";"MCF";"Non";61;27;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Recherche : Intelligence artificielle pour le traitement des données massives et multimodalesEnseignement : Informatique et Machine Learning";"Cergy";"";"2020";"61"
"0952259P";"CY CERGY PARIS UNIVERSITE";"12 *";"";"26-I-1";"MCF";"Non";61;63;27;"01/09/2020";"25/02/2020";"26/03/2020";"Électronique numérique, modélisation neuro-inspirée, systèmes embarqués";"SARCELLES";"";"2020";"61"
"9730429D";"UNIVERSITE DE LA GUYANE";"124 *";"";"26-I-1";"MCF";"Non";61;63;NA;"01/09/2020";"25/02/2020";"26/03/2020";"MCF en Génie Electrique";"Cayenne";"";"2020";"61"
"0134009M";"UNIVERSITE AIX-MARSEILLE";"883 *";"58064";"26-I-1";"MCF";"Non";62;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Génie des Procédés en DUT et LP, intégration dans l'équipe « Procédés & Fluides Supercritiques » du Laboratoire M2P2.";"MARSEILLE";"";"2020";"62"
"0311381H";"INP DE TOULOUSE";"4134 *";"0257";"26-I-1";"MCF";"Non";62;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Génie des procédés";"TOULOUSE";"";"2020";"62"
"0383546Y";"UNIVERSITE GRENOBLE ALPES";"4 *";"";"26-I-1";"MCF";"Non";62;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Approches innovantes pour les transferts de chaleur en milieux fluides";"Grenoble";"";"2020";"62"
"0511296G";"UNIVERSITE DE REIMS";"4416 *";"";"26-I-1";"MCF";"Non";62;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Systèmes Thermiques, Transferts Thermiques, conduction, Rayonnement, Simulation Numérique";"Reims";"";"2020";"62"
"0561718N";"UNIVERSITE DE BRETAGNE SUD (LORIENT)";"4150 *";"0145";"26-I-1";"MCF";"Non";62;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Thermique et Énergie";"Lorient";"";"2020";"62"
"0601223D";"UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE";"4136 *";"0166";"26-I-1";"MCF";"Non";62;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Bioprocédés";"Compiegne";"";"2020";"62"
"0632033T";"ECOLE D'INGENIEURS SIGMA CLERMONT";"36 *";"";"26-I-1";"MCF";"Non";62;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Enseignements en génie des procédés (bilans, mécanique des fluides, opérations unitaires...) et énergétique et des enseignements « outils de l'ingénieur » (outils numériques, mathématiques¿).";"AUBIERE";"S";"2020";"62"
"0691774D";"UNIVERSITE LYON 1 (CLAUDE BERNARD)";"4553";"2485";"26-I-1";"MCF";"Non";62;64;NA;"01/09/2020";"17/02/2020";"18/03/2020";"Génie des Procédés Alimentaires et Biotechnologiques";"Bourg en Bresse";"";"2020";"62"
"0730858L";"UNIVERSITE DE SAVOIE MONT-BLANC";"4282 *";"559";"26-I-1";"MCF";"Non";62;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"E:Génie des procédés,procédés pour l'environnement,traitement de l'air et de l'eau.R:Génie des procédés,qualité de l'air intérieur,traitement de l'air,filtration des particules,adsorption.";"CHAMBERY";"S";"2020";"62"
"0761904G";"UNIVERSITE DE ROUEN";"4485 *";"";"26-I-1";"MCF";"Non";62;64;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Enseignement : Génie des procédés en bio-industriesRecherche : Microbiologie moléculaire et cellulaire";"EVREUX";"";"2020";"62"
"0860856N";"UNIVERSITE DE POITIERS";"4632 *";"";"26-I-1";"MCF";"Non";62;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Enseignement en thermodynamique et thermique appliquées aux systèmes dans le bâtiment et l'industrie. Recherche par simulation haute-fidélité de la turbulence en aérothermique et thermohydraulique.";"Poitiers";"";"2020";"62"
"0870669E";"UNIVERSITE DE LIMOGES";"4329 *";"0512";"26-I-1";"MCF";"Non";62;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Thermique, Projection thermique, Procédés plasmas innovants";"Limoges";"";"2020";"62"
"0912341A";"CENTRALESUPELEC";"37 *";"62MCF0033";"26-I-1";"MCF";"Non";62;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Le profil concerne la modélisation et la simulation numérique des phénomènes de transfert au sein de structures poreuses complexes dont les morphologies peuvent évoluer.";"Gif-sur-Yvette";"";"2020";"62"
"0941288P";"UNIV. PARIS 12 (IUT CRETEIL)";"4742 *";"1207";"26-I-1";"MCF";"Non";62;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Génie des procédés";"Site de Creteil";"";"2020";"62"
"9840349G";"UNIVERSITE DE POLYNESIE FRANCAISE";"4192 *";"MCF35";"26-I-1";"MCF";"Non";62;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Contact : Directeur dpt :  Benoît Stoll ¿ benoit.stoll@upf.pf Responsable pédagogique du Master « Energie »: pascal.ortega@upf.pfREP :  Soulet Stéphanie ¿ stephanie.soulet@upf.pf";"STS";"S";"2020";"62"
"0134009M";"UNIVERSITE AIX-MARSEILLE";"888 *";"50512";"26-I-1";"MCF";"Non";63;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Sciences et Technologies du numérique";"MARSEILLE";"";"2020";"63"
"0310152X";"INSA DE TOULOUSE";"4086 *";"0085";"26-I-1";"MCF";"Non";63;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Conception et intégration de systèmes intelligents, reconfigurables et autonomesDesign and integration of smart, reconfigurable and autonomous systems";"TOULOUSE";"";"2020";"63"
"0381912X";"INP DE GRENOBLE";"4114 *";"63 MCF 0609";"26-I-1";"MCF";"Non";63;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"modélisation et pilotage de micro réseaux d'énergie électrique et smartgrids à faible inertie";"GRENOBLE";"";"2020";"63"
"0490769V";"UNIV. ANGERS (IUT ANGERS)";"4357 *";"6300MCF0095";"26-I-1";"MCF";"Non";63;NA;NA;"01/09/2020";"25/02/2020";"26/03/2020";"Electronique en génie électrique et informatique industrielle.La majorité des enseignements concerne le DUT GEII,notamment en électricité,électronique analogique(et numérique)1ère année et 2ème année.";"ANGERS";"";"2020";"63"
